3.0257,1.6356,1.2045,1.3592,2.9714,0.27734,0.2281,1.8423,2.9392,0.22078,0.026679,0.42811,2.7602,0.077167,-0.07722,0.18122,3.3792,0.36618,0.26599,-0.031023,2.0358,0.37813,0.09232
3.6045,-0.3998,2.4515,0.19605,-0.29212,-0.27532,3.7288,-0.035647,2.7221,0.012423,-0.23212,2.4266,3.7182,0.11899,-0.083214,2.8998,2.0332,0.19747,4.0952,0.41877,3.7732,3.6881,-0.10567
4.6107,2.7308,4.9831,4.7438,4.9181,1.4383,4.7261,4.655,5.1468,0.59669,1.6351,3.6278,4.5615,-0.053977,1.5436,2.9766,4.2647,-0.30908,2.5545,0.66912,4.7402,1.4206,-0.090621
3.8257,1.0367,3.3493,0.092337,0.19815,0.13706,4.1926,0.0061341,2.4669,0.040615,0.19909,2.3486,4.1723,0.25921,0.16094,3.1611,3.4526,0.051023,3.9882,0.2271,4.3691,4.1365,0.019387
4.998,1.8718,2.6162,3.1344,3.8021,0.24854,1.7054,3.5727,4.6791,-0.050733,0.10188,1.2499,3.4103,0.098624,0.034171,0.84104,4.778,0.23753,1.3541,-0.068644,3.4121,1.4666,0.05111
3.3637,0.57342,0.73618,3.6774,3.4176,-0.13486,-0.37356,4.0656,3.8101,-0.30273,-0.26654,0.11032,0.74842,-0.086354,-0.20869,-0.90704,2.5829,0.19608,-0.44108,-0.20042,1.0297,-0.5303,-0.027697
4.8166,2.8855,4.6552,4.8214,4.8956,1.22,4.0182,4.8999,5.0423,0.30845,1.3743,2.8919,3.9082,0.0090036,1.2429,2.2794,4.781,-0.29103,2.0138,0.34807,4.3785,1.4097,-0.027241
4.8008,0.098007,2.95,3.5165,1.8467,-0.19779,3.3331,3.4191,4.3955,-0.42228,-0.060824,2.1516,2.3937,0.019144,0.090354,1.7746,3.0248,-0.053008,2.9405,0.116,3.4645,2.6177,-0.13061
4.5906,0.93925,1.5966,4.1004,4.2603,0.031573,0.5554,4.5099,5.0537,-0.099543,-0.13809,0.92234,2.318,-0.080195,-0.073698,-0.12758,3.5683,0.30303,0.42689,0.0012029,2.2833,0.057543,-0.046235
0.049786,0.6674,0.28266,-0.24947,0.32585,0.21446,0.060314,-0.15612,-0.089226,0.11291,0.18281,-0.031773,0.45425,0.055311,0.097416,0.11466,0.61524,0.0029655,-0.10108,-0.033843,0.27497,0.072793,0.058801
0.898,0.75699,0.23702,-0.45463,0.41331,-0.018164,-0.1493,-0.19656,0.40116,-0.011389,-0.14923,-0.27593,0.94431,0.12744,-0.24393,-0.012429,1.4844,0.17444,0.092455,-0.18395,0.67225,0.58381,0.10338
0.30967,0.032105,-0.041532,0.52902,0.80117,0.082419,-0.20957,0.57709,0.67467,0.14049,0.031409,0.15418,0.36575,-0.06442,0.056949,-0.12385,0.098813,0.090292,-0.19764,0.11394,0.075501,-0.49309,-0.02723
0.54471,-0.068921,0.34241,-0.40455,-0.5537,-0.16527,0.59323,-0.42151,0.081096,-0.12095,-0.15732,0.17207,0.4415,0.07896,-0.15377,0.45625,0.45617,0.024894,0.77011,-0.053945,0.59554,0.99022,0.014912
4.7079,2.3666,1.8327,3.188,4.8921,0.36919,0.16512,3.9029,4.7645,0.11334,0.058302,0.48895,3.2877,0.065637,-0.072715,-0.19099,5.0339,0.41889,-0.030395,-0.16259,2.7017,0.15127,0.11207
5.0044,0.49012,3.3451,0.30515,0.17908,-0.25171,4.3528,0.26031,3.4691,-0.1165,-0.25479,2.5104,4.7413,0.26671,-0.20106,3.2711,3.9076,0.24183,4.6736,0.21662,4.9349,4.7986,-0.015306
1.4542,-0.44905,0.14765,1.9473,1.0642,-0.28658,-0.05697,1.9932,1.738,-0.29469,-0.28397,0.13289,-0.22372,-0.088414,-0.16947,-0.44049,0.50599,0.039621,0.015321,-0.067646,0.2182,-0.17403,-0.076035
4.808,2.2869,2.7401,4.8148,5.036,0.53283,1.3055,5.2726,5.0435,-0.10976,0.46534,1.0923,2.4051,0.00041827,0.37195,0.16158,4.7359,0.022152,0.28196,-0.13575,2.8061,0.25845,0.032768
0.62115,0.3844,0.046639,-0.19102,0.080984,-0.13894,-0.24298,-0.0092953,0.17694,-0.16564,-0.20999,-0.40304,0.19741,0.098007,-0.26688,-0.22459,0.98226,0.08366,-0.040418,-0.23592,0.26138,0.45139,0.074652
0.61952,0.31537,0.11704,-0.56933,-0.0095985,-0.088239,0.013306,-0.42588,0.21795,-0.0048099,-0.18077,-0.1103,0.76726,0.091934,-0.22379,0.13854,0.87767,0.15081,0.30978,-0.091042,0.53856,0.6125,0.05977
